Article ID,Article URL,Title,Journal,Authors,Abstract,predict(92968:Include)
11521687,https://sysrev.com/p/77566/article/11521687,DNA as a prognostic marker in advanced high-grade prostatic cancer. A preliminary report. SPCG-I study.,"Acta oncologica (Stockholm, Sweden)","Hedlund, PO.; Esposti, P.; Falkmer, U.; Jacobsson, H.","This is a presentation of some preliminary data from SPCG-I, a multicenter study started in 1984 by the Scandinavian Prostatic Cancer Group. It is a randomized double-blind study comparing estramustine phosphate and diethylstilbestrol in the primary treatment of 195 patients with T1-4, NX, M1, G2-3 prostatic cancer. The code is not yet broken. This presentation describes the impact of the pretreatment parameters performance status, pain, tumor burden, grade and DNA-ploidy of the prostate tumor, on time to progression and overall survival. DNA studies have so far only been completed in 66 of the 195 patients. For the whole group of 195 patients, pain (p less than 0.004) and tumor grade (p less than 0.02) had the most significant impact on time to progression, and performance status (p less than 0.01) and grade (p less than 0.03) on overall survival. In the small group of 66 patients where the DNA pattern of the primary tumor was evaluated, no parameter had any significant correlation to time to progression and overall survival. This study is still continuing.",0.522
11521688,https://sysrev.com/p/77566/article/11521688,Inhibition of poly(ADP-ribose) polymerase in tumors from BRCA mutation carriers.,The New England journal of medicine,"Fong, PC.; Boss, DS.; Yap, TA.; Tutt, A.; Wu, P.; Mergui-Roelvink, M.; Mortimer, P.; Swaisland, H.; Lau, A.; O'Connor, MJ.; Ashworth, A.; Carmichael, J.; Kaye, SB.; Schellens, JH.; de Bono, JS.","BACKGROUND: The inhibition of poly(adenosine diphosphate [ADP]-ribose) polymerase (PARP) is a potential synthetic lethal therapeutic strategy for the treatment of cancers with specific DNA-repair defects, including those arising in carriers of a BRCA1 or BRCA2 mutation. We conducted a clinical evaluation in humans of olaparib (AZD2281), a novel, potent, orally active PARP inhibitor.

METHODS: This was a phase 1 trial that included the analysis of pharmacokinetic and pharmacodynamic characteristics of olaparib. Selection was aimed at having a study population enriched in carriers of a BRCA1 or BRCA2 mutation.

RESULTS: We enrolled and treated 60 patients; 22 were carriers of a BRCA1 or BRCA2 mutation and 1 had a strong family history of BRCA-associated cancer but declined to undergo mutational testing. The olaparib dose and schedule were increased from 10 mg daily for 2 of every 3 weeks to 600 mg twice daily continuously. Reversible dose-limiting toxicity was seen in one of eight patients receiving 400 mg twice daily (grade 3 mood alteration and fatigue) and two of five patients receiving 600 mg twice daily (grade 4 thrombocytopenia and grade 3 somnolence). This led us to enroll another cohort, consisting only of carriers of a BRCA1 or BRCA2 mutation, to receive olaparib at a dose of 200 mg twice daily. Other adverse effects included mild gastrointestinal symptoms. There was no obvious increase in adverse effects seen in the mutation carriers. Pharmacokinetic data indicated rapid absorption and elimination; pharmacodynamic studies confirmed PARP inhibition in surrogate samples (of peripheral-blood mononuclear cells and plucked eyebrow-hair follicles) and tumor tissue. Objective antitumor activity was reported only in mutation carriers, all of whom had ovarian, breast, or prostate cancer and had received multiple treatment regimens.

CONCLUSIONS: Olaparib has few of the adverse effects of conventional chemotherapy, inhibits PARP, and has antitumor activity in cancer associated with the BRCA1 or BRCA2 mutation. (ClinicalTrials.gov number, NCT00516373.)",0.527
11521689,https://sysrev.com/p/77566/article/11521689,Pharmacogenetic associations of CYP2C19 genotype with in vivo metabolisms and pharmacological effects of thalidomide.,Cancer biology & therapy,"Ando, Y.; Price, DK.; Dahut, WL.; Cox, MC.; Reed, E.; Figg, WD.","Thalidomide requires cytochrome P450 (CYP)-catalyzed biotransformation for its antiangiogenic property, and CYP2C19 is responsible for 5-hydroxylation and 5'-hydroxylation of thalidomide in human. This study explored a hypothesis that patients with poor metabolizing phenotype of CYP2C19 receive little benefit from thalidomide treatment and that the poor metabolizer genotype is associated with lower ability to form the metabolites. A case-control study was conducted with 63 patients with prostate cancer who had been enrolled in a randomized phase II trial of thalidomide monotherapy (200 to 1,200 mg/day). CYP2C19 polymorphism (CYP2C19(*)2, CYP2C19(*)3, CYP2C19(*)4) was compared with clinical events (prostate-specific antigen (PSA) decline) and formations of the hydroxylated metabolites. Two patients were homozygous for the variant CYP2C19(*)2 allele (poor metabolizing phenotype). Both of these were included in the 25 patients whose PSA failed to demonstrate a decline. While 32% and 48% of the patients had quantifiable levels of 5-hydroxythalidomide and cis-5'-hydroxythalidomide, respectively, these metabolite were below quantification in both poor metabolizing patients. None had CYP2C19(*)3 or CYP2C19(*)4 alleles. Although this study had no power to detect the statistical significance of the CYP2C19 genotype, the findings were consistent with our hypothesis. The role of CYP2C19 polymorphism in thalidomide treatments remains to be elucidated.",0.520
11521690,https://sysrev.com/p/77566/article/11521690,Independent validation of genes and polymorphisms reported to be associated with radiation toxicity: a prospective analysis study.,The Lancet. Oncology,"Barnett, GC.; Coles, CE.; Elliott, RM.; Baynes, C.; Luccarini, C.; Conroy, D.; Wilkinson, JS.; Tyrer, J.; Misra, V.; Platte, R.; Gulliford, SL.; Sydes, MR.; Hall, E.; Bentzen, SM.; Dearnaley, DP.; Burnet, NG.; Pharoah, PD.; Dunning, AM.; West, CM.","BACKGROUND: Several studies have reported associations between radiation toxicity and single nucleotide polymorphisms (SNPs) in candidate genes. Few associations have been tested in independent validation studies. This prospective study aimed to validate reported associations between genotype and radiation toxicity in a large independent dataset.

METHODS: 92 (of 98 attempted) SNPs in 46 genes were successfully genotyped in 1613 patients: 976 received adjuvant breast radiotherapy in the Cambridge breast IMRT trial (ISRCTN21474421, n=942) or in a prospective study of breast toxicity at the Christie Hospital, Manchester, UK (n=34). A further 637 received radical prostate radiotherapy in the MRC RT01 multicentre trial (ISRCTN47772397, n=224) or in the Conventional or Hypofractionated High Dose Intensity Modulated Radiotherapy for Prostate Cancer (CHHiP) trial (ISRCTN97182923, n=413). Late toxicity was assessed 2 years after radiotherapy with a validated photographic technique (patients with breast cancer only), clinical assessment, and patient questionnaires. Association tests of genotype with overall radiation toxicity score and individual endpoints were undertaken in univariate and multivariable analyses. At a type I error rate adjusted for multiple testing, this study had 99% power to detect a SNP, with minor allele frequency of 0·35, associated with a per allele odds ratio of 2·2.

FINDINGS: None of the previously reported associations were confirmed by this study, after adjustment for multiple comparisons. The p value distribution of the SNPs tested against overall toxicity score was not different from that expected by chance.

INTERPRETATION: We did not replicate previously reported late toxicity associations, suggesting that we can essentially exclude the hypothesis that published SNPs individually exert a clinically relevant effect. Continued recruitment of patients into studies within the Radiogenomics Consortium is essential so that sufficiently powered studies can be done and methodological challenges addressed.

FUNDING: Cancer Research UK, The Royal College of Radiologists, Addenbrooke's Charitable Trust, Breast Cancer Campaign, Cambridge National Institute of Health Research (NIHR) Biomedical Research Centre, Experimental Cancer Medicine Centre, East Midlands Innovation, the National Cancer Institute, Joseph Mitchell Trust, Royal Marsden NHS Foundation Trust, Institute of Cancer Research NIHR Biomedical Research Centre for Cancer.",0.521
11521691,https://sysrev.com/p/77566/article/11521691,A 2-stage genome-wide association study to identify single nucleotide polymorphisms associated with development of erectile dysfunction following radiation therapy for prostate cancer.,"International journal of radiation oncology, biology, physics","Kerns, SL.; Stock, R.; Stone, N.; Buckstein, M.; Shao, Y.; Campbell, C.; Rath, L.; De Ruysscher, D.; Lammering, G.; Hixson, R.; Cesaretti, J.; Terk, M.; Ostrer, H.; Rosenstein, BS.","PURPOSE: To identify single nucleotide polymorphisms (SNPs) associated with development of erectile dysfunction (ED) among prostate cancer patients treated with radiation therapy.

METHODS AND MATERIALS: A 2-stage genome-wide association study was performed. Patients were split randomly into a stage I discovery cohort (132 cases, 103 controls) and a stage II replication cohort (128 cases, 102 controls). The discovery cohort was genotyped using Affymetrix 6.0 genome-wide arrays. The 940 top ranking SNPs selected from the discovery cohort were genotyped in the replication cohort using Illumina iSelect custom SNP arrays.

RESULTS: Twelve SNPs identified in the discovery cohort and validated in the replication cohort were associated with development of ED following radiation therapy (Fisher combined P values 2.1×10(-5) to 6.2×10(-4)). Notably, these 12 SNPs lie in or near genes involved in erectile function or other normal cellular functions (adhesion and signaling) rather than DNA damage repair. In a multivariable model including nongenetic risk factors, the odds ratios for these SNPs ranged from 1.6 to 5.6 in the pooled cohort. There was a striking relationship between the cumulative number of SNP risk alleles an individual possessed and ED status (Sommers' D P value=1.7×10(-29)). A 1-allele increase in cumulative SNP score increased the odds for developing ED by a factor of 2.2 (P value=2.1×10(-19)). The cumulative SNP score model had a sensitivity of 84% and specificity of 75% for prediction of developing ED at the radiation therapy planning stage.

CONCLUSIONS: This genome-wide association study identified a set of SNPs that are associated with development of ED following radiation therapy. These candidate genetic predictors warrant more definitive validation in an independent cohort.",0.517
11521692,https://sysrev.com/p/77566/article/11521692,Clinical and Biological Characterisation of Localised High-risk Prostate Cancer: Results of a Randomised Preoperative Study of a Luteinising Hormone-releasing Hormone Agonist with or Without Abiraterone Acetate plus Prednisone.,European urology,"Efstathiou, E.; Davis, JW.; Pisters, L.; Li, W.; Wen, S.; McMullin, RP.; Gormley, M.; Ricci, D.; Titus, M.; Hoang, A.; Zurita, AJ.; Tran, N.; Peng, W.; Kheoh, T.; Molina, A.; Troncoso, P.; Logothetis, CJ.","Optimal therapeutic strategy remains an unmet need in localised high-risk prostate cancer (LHRPC). Androgen biosynthesis inhibition in the preoperative setting may improve outcomes. In this single-centre randomised trial, we looked at therapy outcomes of preoperative treatment with abiraterone acetate+prednisone (AAP)+luteinising hormone-releasing hormone agonist (LHRHa) or LHRHa alone followed by radical prostatectomy in 65 men. We did not see a significant difference of organ-confined carcinoma (p=0.27). However, tumour volume measures were significantly lower for AAP+LHRHa treatment (p≤0.001). Of note, lower tumour epithelium volume correlated with improved biochemical recurrence-free survival at ≥4-yr follow-up (p=0.0014). Tumours pretreated with AAP+LHRHa had lower proliferation and androgen signalling expression than LHRHa. On multivariate analysis, glucocorticoid receptor (GR) overexpression correlated with persistent tumours in AAP+LHRHa (p=0.018). The presence of nuclear androgen receptor splice variant (nARV7) correlated with persistent tumours in both arms. No new safety signals were observed. This is the first study investigating the role of preoperative AAP+LHRHa versus LHRHa alone in LHRPC. We report significant cytoreduction by tumour volume measures inversely correlating with biochemical relapse. Validation of these proposed tumour volume measures is planned. A potential role of GR in resistance to androgen biosynthesis inhibition warrants further study. PATIENT SUMMARY: This is the first study of abiraterone acetate plus leuprolide versus leuprolide alone in high-risk localised prostate cancer followed by prostatectomy. Patients in the combination arm had a significantly smaller tumour size.",0.525
11521693,https://sysrev.com/p/77566/article/11521693,Circulating Cell-Free DNA to Guide Prostate Cancer Treatment with PARP Inhibition.,Cancer discovery,"Goodall, J.; Mateo, J.; Yuan, W.; Mossop, H.; Porta, N.; Miranda, S.; Perez-Lopez, R.; Dolling, D.; Robinson, DR.; Sandhu, S.; Fowler, G.; Ebbs, B.; Flohr, P.; Seed, G.; Rodrigues, DN.; Boysen, G.; Bertan, C.; Atkin, M.; Clarke, M.; Crespo, M.; Figueiredo, I.; Riisnaes, R.; Sumanasuriya, S.; Rescigno, P.; Zafeiriou, Z.; Sharp, A.; Tunariu, N.; Bianchini, D.; Gillman, A.; Lord, CJ.; Hall, E.; Chinnaiyan, AM.; Carreira, S.; de Bono, JS.","Biomarkers for more precise patient care are needed in metastatic prostate cancer. We have reported a phase II trial (TOPARP-A) of the PARP inhibitor olaparib in metastatic prostate cancer, demonstrating antitumor activity associating with homologous recombination DNA repair defects. We now report targeted and whole-exome sequencing of serial circulating cell-free DNA (cfDNA) samples collected during this trial. Decreases in cfDNA concentration independently associated with outcome in multivariable analyses (HR for overall survival at week 8: 0.19; 95% CI, 0.06-0.56;<i>P</i>= 0.003). All tumor tissue somatic DNA repair mutations were detectable in cfDNA; allele frequency of somatic mutations decreased selectively in responding patients (χ<sup>2</sup><i>P</i>< 0.001). At disease progression, following response to olaparib, multiple subclonal aberrations reverting germline and somatic DNA repair mutations (<i>BRCA2, PALB2</i>) back in frame emerged as mechanisms of resistance. These data support the role of liquid biopsies as a predictive, prognostic, response, and resistance biomarker in metastatic prostate cancer.<b>Significance:</b>We report prospectively planned, serial, cfDNA analyses from patients with metastatic prostate cancer treated on an investigator-initiated phase II trial of olaparib. These analyses provide predictive, prognostic, response, and resistance data with ""second hit"" mutations first detectable at disease progression, suggesting clonal evolution from treatment-selective pressure and platinum resistance.<i>Cancer Discov; 7(9); 1006-17. ©2017 AACR.</i><i>See related commentary by Domchek, p. 937</i><i>See related article by Kondrashova et al., p. 984</i><i>See related article by Quigley et al., p. 999</i><i>This article is highlighted in the In This Issue feature, p. 920</i>.",0.517
11521694,https://sysrev.com/p/77566/article/11521694,Effect of Osimertinib and Bevacizumab on Progression-Free Survival for Patients With Metastatic EGFR-Mutant Lung Cancers: A Phase 1/2 Single-Group Open-Label Trial.,JAMA oncology,"Yu, HA.; Schoenfeld, AJ.; Makhnin, A.; Kim, R.; Rizvi, H.; Tsui, D.; Falcon, C.; Houck-Loomis, B.; Meng, F.; Yang, JL.; Tobi, Y.; Heller, G.; Ahn, L.; Hayes, SA.; Young, RJ.; Arcila, ME.; Berger, M.; Chaft, JE.; Ladanyi, M.; Riely, GJ.; Kris, MG.","Importance: The combination of erlotinib and bevacizumab as initial treatment of epidermal growth factor receptor (EGFR [OMIM 131550])-mutant lung cancers improves progression-free survival (PFS) compared with erlotinib alone. Because osimertinib prolongs PFS compared with erlotinib, this trial was designed to study the combination of osimertinib and bevacizumab as first-line treatment.

Objectives: To determine the safety and tolerability of osimertinib and bevacizumab combination treatment and assess the 12-month PFS of the combination in patients with metastatic EGFR-mutant lung cancers.

Design, Setting, and Particiants: From August 15, 2016, to May 15, 2018, 49 patients with metastatic EGFR-mutant lung cancers were enrolled in this interventional clinical trial, conducted at a single academic cancer center. In the phase 1 portion of the study, a standard 3 + 3 dose de-escalation design was used to determine the maximum tolerated dose of osimertinib and bevacizumab. In the phase 2 portion of the study, patients were treated at the maximum tolerated dose defined in the phase 1 portion. Statistical analysis was performed from August 1 to October 1, 2019.

Interventions: All patients received osimertinib, 80 mg daily, and bevacizumab, 15 mg/kg once every 3 weeks.

Main Outcomes and Measures: The primary objective of the phase 2 portion of the study was to determine the number of patients receiving the combination of osimertinib and bevacizumab who were progression free at 12 months. Secondary end points included overall response rate, median PFS, overall survival, and definition of the toxic effects of the combination treatment.

Results: Among the 49 patients in the study (34 women; median age, 60 years [range, 36-83 years]), PFS at 12 months was 76% (95% CI, 65%-90%). The overall response rate was 80% (95% CI, 67%-91%), and median PFS was 19 months (95% CI, 15-24 months). Of the 6 patients with measurable central nervous system disease, all had a partial or complete central nervous system response. Persistent detection of EGFR-mutant circulating tumor (ct)DNA at 6 weeks was associated with shorter median PFS (clearance at 6 weeks, 16.2 months [95% CI, 13 months to not reached]; and no clearance at 6 weeks, 9.8 months [95% CI, 4 months to not reached]; P = .04) and median overall survival (clearance at 6 weeks, not reached; and no clearance at 6 weeks, 10.1 months [95% CI, 6 months to not reached]; P = .002). Identified mechanisms of resistance included squamous cell transformation (n = 2) pleomorphic transformation (n = 1), and acquired EGFR L718Q (n = 1) and C797S (n = 1) mutations.

Conclusions and Relevance: The combination of osimertinib and bevacizumab met the study's prespecified effectiveness end point. Persistent EGFR-mutant circulating tumor DNA at 6 weeks was associated with early progression and shorter survival. A randomized phase 3 study comparing osimertinib and bevacizumab with osimertinib alone is planned.

Trial Registration: ClinicalTrials.gov Identifier: NCT02803203.",0.526
11521695,https://sysrev.com/p/77566/article/11521695,A pharmacogenetic study of docetaxel and thalidomide in patients with castration-resistant prostate cancer using the DMET genotyping platform.,The pharmacogenomics journal,"Deeken, JF.; Cormier, T.; Price, DK.; Sissung, TM.; Steinberg, SM.; Tran, K.; Liewehr, DJ.; Dahut, WL.; Miao, X.; Figg, WD.","The anticancer agent docetaxel shows significant inter-individual variation in its pharmacokinetic and toxicity profile. Thalidomide is an active anticancer agent and also shows wide pharmacological variation. Past pharmacogenetic research has not explained this variation. Patients with prostate cancer enrolled in a randomized phase II trial using docetaxel and thalidomide versus docetaxel alone were genotyped using the Affymetrix DMET 1.0 platform, which tests for 1256 genetic variations in 170 drug disposition genes. Genetic polymorphisms were analyzed for associations with clinical response and toxicity. In all, 10 single-nucleotide polymorphisms (SNPs) in three genes were potentially associated with response to therapy: peroxisome proliferator-activated receptor-delta (PPAR-delta), sulfotransferase family, cytosolic, 1C, member 2 (SULT1C2) and carbohydrate (chondroitin 6) sulfotransferase 3 (CHST3). In addition, 11 SNPs in eight genes were associated with toxicities to treatment: spastic paraplegia 7 (pure and complicated autosomal recessive) (SPG7), CHST3, cytochrome P450, family 2, subfamily D, polypeptide 6 (CYP2D6), N-acetyltransferase 2 (arylamine N-acetyltransferase) (NAT2), ATP-binding cassette, sub-family C (CFTR/MRP), member 6 (ABCC6), ATPase, Cu++ transporting, alpha polypeptide (ATP7A), cytochrome P450, family 4, subfamily B, polypeptide 1 (CYP4B1) and solute carrier family 10 (sodium/bile acid cotransporter family), member 2 (SLC10A2). Genotyping results between drug metabolizing enzymes and transporters (DMET) and direct sequencing showed >96% of concordance. These findings highlight the role that non-CYP450 metabolizing enzymes and transporters may have in the pharmacology of docetaxel and thalidomide.",0.523
11521696,https://sysrev.com/p/77566/article/11521696,Clinical and Genomic Characterization of Treatment-Emergent Small-Cell Neuroendocrine Prostate Cancer: A Multi-institutional Prospective Study.,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"Aggarwal, R.; Huang, J.; Alumkal, JJ.; Zhang, L.; Feng, FY.; Thomas, GV.; Weinstein, AS.; Friedl, V.; Zhang, C.; Witte, ON.; Lloyd, P.; Gleave, M.; Evans, CP.; Youngren, J.; Beer, TM.; Rettig, M.; Wong, CK.; True, L.; Foye, A.; Playdle, D.; Ryan, CJ.; Lara, P.; Chi, KN.; Uzunangelov, V.; Sokolov, A.; Newton, Y.; Beltran, H.; Demichelis, F.; Rubin, MA.; Stuart, JM.; Small, EJ.","Purpose The prevalence and features of treatment-emergent small-cell neuroendocrine prostate cancer (t-SCNC) are not well characterized in the era of modern androgen receptor (AR)-targeting therapy. We sought to characterize the clinical and genomic features of t-SCNC in a multi-institutional prospective study. Methods Patients with progressive, metastatic castration-resistant prostate cancer (mCRPC) underwent metastatic tumor biopsy and were followed for survival. Metastatic biopsy specimens underwent independent, blinded pathology review along with RNA/DNA sequencing. Results A total of 202 consecutive patients were enrolled. One hundred forty-eight (73%) had prior disease progression on abiraterone and/or enzalutamide. The biopsy evaluable rate was 79%. The overall incidence of t-SCNC detection was 17%. AR amplification and protein expression were present in 67% and 75%, respectively, of t-SCNC biopsy specimens. t-SCNC was detected at similar proportions in bone, node, and visceral organ biopsy specimens. Genomic alterations in the DNA repair pathway were nearly mutually exclusive with t-SCNC differentiation ( P = .035). Detection of t-SCNC was associated with shortened overall survival among patients with prior AR-targeting therapy for mCRPC (hazard ratio, 2.02; 95% CI, 1.07 to 3.82). Unsupervised hierarchical clustering of the transcriptome identified a small-cell-like cluster that further enriched for adverse survival outcomes (hazard ratio, 3.00; 95% CI, 1.25 to 7.19). A t-SCNC transcriptional signature was developed and validated in multiple external data sets with > 90% accuracy. Multiple transcriptional regulators of t-SCNC were identified, including the pancreatic neuroendocrine marker PDX1. Conclusion t-SCNC is present in nearly one fifth of patients with mCRPC and is associated with shortened survival. The near-mutual exclusivity with DNA repair alterations suggests t-SCNC may be a distinct subset of mCRPC. Transcriptional profiling facilitates the identification of t-SCNC and novel therapeutic targets.",0.520
11521697,https://sysrev.com/p/77566/article/11521697,Associations between polymorphisms in genes related to estrogen metabolism and function and prostate cancer risk: results from the Prostate Cancer Prevention Trial.,Carcinogenesis,"Tang, L.; Platek, ME.; Yao, S.; Till, C.; Goodman, PJ.; Tangen, CM.; Wu, Y.; Platz, EA.; Neuhouser, ML.; Stanczyk, FZ.; Reichardt, JKV.; Santella, RM.; Hsing, A.; Figg, WD.; Lippman, SM.; Thompson, IM.; Ambrosone, CB.","Substantial preclinical data suggest estrogen's carcinogenic role in prostate cancer development; however, epidemiological evidence based on circulating estrogen levels is largely null. Compared with circulating estrogen, the intraprostatic estrogen milieu may play a more important role in prostate carcinogenesis. Using a nested case-control design in the Prostate Cancer Prevention Trial (PCPT), we examined associations of genetic variants of genes that are involved in estrogen synthesis, metabolism and function with prostate cancer risk. A total of 25 potentially functional single nucleotide polymorphisms (SNPs) in 13 genes (PGR, ESR1, ESR2, CYP17A1, HSD17B1, CYP19A1, CYP1A1, CYP1B1, COMT, UGT1A6, UGT1A10, UGT2B7, UGT2B15) were examined in whites only. Controls (n = 1380) were frequency matched to cases on age, PCPT treatment arm, and family history (n = 1506). Logistic regression models adjusted for age and family history were used to estimate odds ratios (OR) and 95% confidence intervals (CI) separately in the placebo and finasteride arms. SNPs associated with prostate cancer risk differed by treatment arm. The associations appeared to be modified by circulating estrogen and androgen levels. CYP19A1 was the only gene harboring SNPs that were significantly associated with risk in both the placebo and finasteride arms. Haplotype analysis with all three CYP19A1 SNPs genotyped (rs700518, rs2445765, rs700519) showed that risk-allele haplotypes are associated with the increased prostate cancer risk in both arms when comparing with the non-risk allele haplotype. In conclusion, associations between SNPs in estrogen-related genes and prostate cancer risk are complex and may be modified by circulating hormone levels and finasteride treatment.",0.517
